"date","value"
2021-01-29 11:28:00,2340
2021-01-29 11:27:50,2400
2021-01-29 11:26:06,2400
2021-01-29 11:25:56,2460
2021-01-29 11:25:04,2460
2021-01-29 11:20:02,2460
2021-01-29 11:19:52,2520
2021-01-29 11:17:57,2520
2021-01-29 11:17:47,2460
2021-01-29 11:13:06,2460
2021-01-29 11:08:05,2460
2021-01-29 11:07:54,2520
2021-01-29 11:06:00,2520
2021-01-29 11:05:50,2460
2021-01-29 11:04:06,2460
2021-01-29 11:03:56,2520
2021-01-29 11:02:01,2520
2021-01-29 11:01:51,2580
2021-01-29 11:00:07,2580
2021-01-29 10:59:56,2520
2021-01-29 10:56:07,2520
2021-01-29 10:55:57,2580
2021-01-29 10:51:58,2580
2021-01-29 10:51:47,2520
2021-01-29 10:49:01,2520
2021-01-29 10:43:59,2520
2021-01-29 10:43:49,2580
2021-01-29 10:40:00,2580
2021-01-29 10:39:50,2640
2021-01-29 10:38:06,2640
2021-01-29 10:37:56,2700
2021-01-29 10:37:03,2700
2021-01-29 10:32:02,2700
2021-01-29 10:31:51,2760
2021-01-29 10:29:05,2760
2021-01-29 10:24:04,2760
2021-01-29 10:23:53,2700
2021-01-29 10:21:59,2700
2021-01-29 10:21:48,2760
2021-01-29 10:20:05,2760
2021-01-29 10:19:54,2700
2021-01-29 10:16:05,2700
2021-01-29 10:15:55,2640
2021-01-29 10:14:00,2640
2021-01-29 10:13:50,2580
2021-01-29 10:12:06,2580
2021-01-29 10:11:55,2400
2021-01-29 10:08:07,2400
2021-01-29 10:07:57,2340
2021-01-29 10:06:02,2340
2021-01-29 10:05:52,2280
2021-01-29 10:05:00,2280
2021-01-29 09:59:58,2280
2021-01-29 09:59:48,2220
2021-01-29 09:57:06,2220
2021-01-29 09:52:05,2220
2021-01-29 09:51:54,2160
2021-01-29 09:49:05,2160
2021-01-29 09:44:03,2160
2021-01-29 09:43:53,2100
2021-01-29 09:41:58,2100
2021-01-29 09:41:48,2160
2021-01-29 09:40:04,2160
2021-01-29 09:39:54,2220
2021-01-29 09:37:59,2220
2021-01-29 09:37:49,2160
2021-01-29 09:34:00,2160
2021-01-29 09:33:50,2220
2021-01-29 09:32:06,2220
2021-01-29 09:31:55,2160
2021-01-29 09:30:01,2160
2021-01-29 09:29:51,2100
2021-01-29 09:29:09,2100
2021-01-29 09:24:07,2100
2021-01-29 09:23:57,2160
2021-01-29 09:19:58,2160
2021-01-29 09:19:47,2220
2021-01-29 09:19:06,2220
2021-01-29 09:14:04,2220
2021-01-29 09:13:54,2160
2021-01-29 09:10:05,2160
2021-01-29 09:09:55,2100
2021-01-29 09:08:00,2100
2021-01-29 09:07:50,2040
2021-01-29 09:06:03,2040
2021-01-29 09:05:53,2100
2021-01-29 09:03:58,2100
2021-01-29 09:03:48,2040
2021-01-29 09:02:04,2040
2021-01-29 09:01:53,2160
2021-01-29 08:59:07,2160
2021-01-29 08:54:06,2160
2021-01-29 08:53:55,2220
2021-01-29 08:51:09,2220
2021-01-29 08:46:07,2220
2021-01-29 08:45:57,2160
2021-01-29 08:44:03,2160
2021-01-29 08:43:52,2100
2021-01-29 08:40:03,2100
2021-01-29 08:39:53,2040
2021-01-29 08:37:59,2040
2021-01-29 08:37:48,2100
2021-01-29 08:36:04,2100
2021-01-29 08:35:54,2160
2021-01-29 08:34:00,2160
2021-01-29 08:33:49,2220
2021-01-29 08:32:05,2220
2021-01-29 08:31:55,2160
2021-01-29 08:30:00,2160
2021-01-29 08:29:50,2220
2021-01-29 08:28:06,2220
2021-01-29 08:27:55,2280
2021-01-29 08:24:07,2280
2021-01-29 08:23:56,2220
2021-01-29 08:22:02,2220
2021-01-29 08:21:51,2280
2021-01-29 08:20:59,2280
2021-01-29 08:15:58,2280
2021-01-29 08:15:47,2340
2021-01-29 08:11:59,2340
2021-01-29 08:11:48,2400
2021-01-29 08:10:04,2400
2021-01-29 08:09:54,2460
2021-01-29 08:07:59,2460
2021-01-29 08:07:49,2520
2021-01-29 08:04:00,2520
2021-01-29 08:03:50,2640
2021-01-29 08:02:02,2640
2021-01-29 08:01:52,2580
2021-01-29 08:01:00,2580
2021-01-29 07:55:58,2580
2021-01-29 07:55:48,2520
2021-01-29 07:54:04,2520
2021-01-29 07:53:54,2460
2021-01-29 07:50:05,2460
2021-01-29 07:45:03,2460
2021-01-29 07:40:02,2460
2021-01-29 07:39:52,2580
2021-01-29 07:37:57,2580
2021-01-29 07:37:47,2520
2021-01-29 07:36:03,2520
2021-01-29 07:35:52,2580
2021-01-29 07:32:00,2580
2021-01-29 07:31:50,2640
2021-01-29 07:28:01,2640
2021-01-29 07:27:51,2700
2021-01-29 07:24:02,2700
2021-01-29 07:23:51,2760
2021-01-29 07:22:07,2760
2021-01-29 07:21:57,2820
2021-01-29 07:20:02,2820
2021-01-29 07:19:52,2700
2021-01-29 07:17:06,2700
2021-01-29 07:12:04,2700
2021-01-29 07:11:54,2640
2021-01-29 07:09:59,2640
2021-01-29 07:09:49,2700
2021-01-29 07:05:08,2700
2021-01-29 07:00:07,2700
2021-01-29 06:59:56,2760
2021-01-29 06:58:02,2760
2021-01-29 06:57:51,2700
2021-01-29 06:54:03,2700
2021-01-29 06:53:52,2760
2021-01-29 06:51:58,2760
2021-01-29 06:51:48,2700
2021-01-29 06:50:04,2700
2021-01-29 06:49:54,2640
2021-01-29 06:48:00,2640
2021-01-29 06:47:49,2700
2021-01-29 06:46:05,2700
2021-01-29 06:45:55,2760
2021-01-29 06:44:01,2760
2021-01-29 06:43:50,2700
2021-01-29 06:42:06,2700
2021-01-29 06:41:56,2760
2021-01-29 06:39:09,2760
2021-01-29 06:34:08,2760
2021-01-29 06:33:57,2820
2021-01-29 06:31:00,2820
2021-01-29 06:25:59,2820
2021-01-29 06:25:49,2760
2021-01-29 06:22:00,2760
2021-01-29 06:21:49,2820
2021-01-29 06:20:05,2820
2021-01-29 06:19:55,2880
2021-01-29 06:18:01,2880
2021-01-29 06:17:50,2940
2021-01-29 06:17:09,2940
2021-01-29 06:12:07,2940
2021-01-29 06:11:57,2880
2021-01-29 06:07:58,2880
2021-01-29 06:07:47,2820
2021-01-29 06:03:58,2820
2021-01-29 06:03:48,2760
2021-01-29 06:02:04,2760
2021-01-29 06:01:53,2820
2021-01-29 05:59:59,2820
2021-01-29 05:59:48,2760
2021-01-29 05:56:00,2760
2021-01-29 05:55:49,2820
2021-01-29 05:54:06,2820
2021-01-29 05:53:55,2880
2021-01-29 05:52:01,2880
2021-01-29 05:51:50,2820
2021-01-29 05:50:06,2820
2021-01-29 05:49:56,2880
2021-01-29 05:48:02,2880
2021-01-29 05:47:51,2940
2021-01-29 05:46:07,2940
2021-01-29 05:45:57,2880
2021-01-29 05:42:08,2880
2021-01-29 05:41:58,2940
2021-01-29 05:40:03,2940
2021-01-29 05:39:53,2880
2021-01-29 05:36:04,2880
2021-01-29 05:35:54,2940
2021-01-29 05:32:05,2940
2021-01-29 05:31:55,2880
2021-01-29 05:30:00,2880
2021-01-29 05:29:50,2940
2021-01-29 05:28:03,2940
2021-01-29 05:27:53,2880
2021-01-29 05:25:03,2880
2021-01-29 05:20:01,2880
2021-01-29 05:19:51,2820
2021-01-29 05:18:06,2820
2021-01-29 05:17:56,2760
2021-01-29 05:16:02,2760
2021-01-29 05:15:51,2700
2021-01-29 05:14:07,2700
2021-01-29 05:13:57,2580
2021-01-29 05:12:03,2580
2021-01-29 05:11:52,2400
2021-01-29 05:09:58,2400
2021-01-29 05:09:48,2160
2021-01-29 05:08:01,2160
2021-01-29 05:07:50,1980
2021-01-29 05:06:06,1980
2021-01-29 05:05:56,1740
2021-01-29 05:04:02,1740
2021-01-29 05:03:51,1680
2021-01-29 05:02:07,1680
2021-01-29 05:01:57,1560
2021-01-29 04:59:00,1560
2021-01-29 04:53:59,1560
2021-01-29 04:53:48,1500
2021-01-29 04:53:07,1500
2021-01-29 04:48:05,1500
2021-01-29 04:47:55,1560
2021-01-29 04:44:06,1560
2021-01-29 04:43:56,1500
2021-01-29 04:40:07,1500
2021-01-29 04:39:57,1440
2021-01-29 04:38:02,1440
2021-01-29 04:37:52,1320
2021-01-29 04:34:03,1320
2021-01-29 04:33:53,1260
2021-01-29 04:33:01,1260
2021-01-29 04:27:59,1260
2021-01-29 04:27:49,1200
2021-01-29 04:25:02,1200
2021-01-29 04:20:01,1200
2021-01-29 04:19:51,1260
2021-01-29 04:16:02,1260
2021-01-29 04:15:52,1200
2021-01-29 04:14:08,1200
2021-01-29 04:13:57,1140
2021-01-29 04:12:03,1140
2021-01-29 04:11:53,1080
2021-01-29 04:09:58,1080
2021-01-29 04:09:48,960
2021-01-29 04:08:04,960
2021-01-29 04:07:53,1020
2021-01-29 04:07:02,1020
2021-01-29 04:02:00,1020
2021-01-29 04:01:50,1080
2021-01-29 03:58:01,1080
2021-01-29 03:57:50,1020
2021-01-29 03:56:07,1020
2021-01-29 03:55:56,960
2021-01-29 03:54:02,960
2021-01-29 03:53:51,1020
2021-01-29 03:52:07,1020
2021-01-29 03:47:05,1020
2021-01-29 03:42:01,1020
2021-01-29 03:41:50,960
2021-01-29 03:40:06,960
2021-01-29 03:39:56,900
2021-01-29 03:38:01,900
2021-01-29 03:37:51,960
2021-01-29 03:34:02,960
2021-01-29 03:33:52,900
2021-01-29 03:30:03,900
2021-01-29 03:29:53,960
2021-01-29 03:27:58,960
2021-01-29 03:27:48,900
2021-01-29 03:27:06,900
2021-01-29 03:22:05,900
2021-01-29 03:21:55,960
2021-01-29 03:19:08,960
2021-01-29 03:14:06,960
2021-01-29 03:13:56,1020
2021-01-29 03:12:02,1020
2021-01-29 03:11:51,960
2021-01-29 03:09:05,960
2021-01-29 03:04:04,960
2021-01-29 03:03:53,900
2021-01-29 02:59:02,900
2021-01-29 02:54:00,900
2021-01-29 02:53:50,960
2021-01-29 02:50:01,960
2021-01-29 02:49:51,900
2021-01-29 02:49:09,900
2021-01-29 02:44:07,900
2021-01-29 02:43:57,840
2021-01-29 02:40:08,840
2021-01-29 02:39:58,900
2021-01-29 02:36:08,900
2021-01-29 02:35:58,840
2021-01-29 02:34:14,840
2021-01-29 02:29:12,840
2021-01-29 02:24:07,840
2021-01-29 02:23:57,900
2021-01-29 02:22:03,900
2021-01-29 02:21:52,840
2021-01-29 02:18:03,840
2021-01-29 02:17:53,780
2021-01-29 02:15:58,780
2021-01-29 02:15:48,840
2021-01-29 02:14:04,840
2021-01-29 02:13:54,780
2021-01-29 02:11:59,780
2021-01-29 02:11:49,840
2021-01-29 02:10:05,840
2021-01-29 02:09:54,780
2021-01-29 02:08:00,780
2021-01-29 02:07:50,840
2021-01-29 02:06:06,840
2021-01-29 02:05:55,780
2021-01-29 02:05:03,780
2021-01-29 02:00:02,780
2021-01-29 01:59:51,840
2021-01-29 01:56:02,840
2021-01-29 01:55:52,900
2021-01-29 01:54:08,900
2021-01-29 01:53:58,840
2021-01-29 01:52:03,840
2021-01-29 01:51:53,780
2021-01-29 01:51:01,780
2021-01-29 01:45:59,780
2021-01-29 01:45:49,720
2021-01-29 01:44:05,720
2021-01-29 01:43:54,780
2021-01-29 01:42:00,780
2021-01-29 01:41:50,840
2021-01-29 01:38:01,840
2021-01-29 01:37:50,780
2021-01-29 01:37:09,780
2021-01-29 01:32:07,780
2021-01-29 01:31:57,720
2021-01-29 01:28:08,720
2021-01-29 01:27:57,780
2021-01-29 01:26:03,780
2021-01-29 01:25:52,840
2021-01-29 01:24:08,840
2021-01-29 01:23:58,780
2021-01-29 01:22:03,780
2021-01-29 01:21:53,840
2021-01-29 01:18:04,840
2021-01-29 01:17:54,780
2021-01-29 01:13:03,780
2021-01-29 01:08:01,780
2021-01-29 01:07:51,840
2021-01-29 01:05:04,840
2021-01-29 01:00:02,840
2021-01-29 00:59:52,780
2021-01-29 00:58:08,780
2021-01-29 00:57:58,720
2021-01-29 00:53:58,720
2021-01-29 00:53:48,780
2021-01-29 00:49:59,780
2021-01-29 00:49:49,840
2021-01-29 00:48:05,840
2021-01-29 00:47:55,900
2021-01-29 00:46:00,900
2021-01-29 00:45:50,780
2021-01-29 00:43:03,780
2021-01-29 00:38:02,780
2021-01-29 00:37:51,720
2021-01-29 00:36:07,720
2021-01-29 00:35:57,840
2021-01-29 00:34:03,840
2021-01-29 00:33:52,780
2021-01-29 00:31:06,780
2021-01-29 00:26:04,780
2021-01-29 00:25:54,840
2021-01-29 00:24:00,840
2021-01-29 00:23:49,900
2021-01-29 00:21:03,900
2021-01-29 00:16:01,900
2021-01-29 00:15:51,840
2021-01-29 00:14:07,840
2021-01-29 00:13:56,780
2021-01-29 00:09:05,780
2021-01-29 00:04:00,780
2021-01-29 00:03:50,840
2021-01-29 00:02:05,840
2021-01-29 00:01:55,780
2021-01-29 00:00:01,780
2021-01-28 23:59:50,720
2021-01-28 23:56:09,720
2021-01-28 23:55:58,780
2021-01-28 23:54:04,780
2021-01-28 23:53:54,720
2021-01-28 23:50:05,720
2021-01-28 23:49:55,780
2021-01-28 23:46:05,780
2021-01-28 23:45:55,720
2021-01-28 23:44:01,720
2021-01-28 23:43:50,780
2021-01-28 23:42:06,780
2021-01-28 23:41:56,840
2021-01-28 23:40:01,840
2021-01-28 23:39:51,780
2021-01-28 23:38:07,780
2021-01-28 23:37:57,840
2021-01-28 23:36:02,840
2021-01-28 23:35:52,780
2021-01-28 23:35:10,780
2021-01-28 23:30:09,780
2021-01-28 23:29:58,840
2021-01-28 23:25:07,840
2021-01-28 23:20:05,840
2021-01-28 23:19:55,900
2021-01-28 23:18:00,900
2021-01-28 23:17:50,840
2021-01-28 23:16:06,840
2021-01-28 23:15:55,900
2021-01-28 23:14:01,900
2021-01-28 23:13:51,840
